O=NN(C1CCCCC1)C1CCCCC1,[ 0.11341314  0.60888267  0.00757105 -0.6033875  -0.17272006]
CC(C)CNC(=O)OCC(O)C1COc2ccccc2O1,[ 0.60211754  0.86277294 -0.70124054 -1.         -0.19092128]
CN(C)Cc1cc(-c2ccccc2)ccc1O,[-0.6629999   0.8020991  -0.06855908  0.6371391  -0.26025093]
CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],[ 0.4678286   1.         -0.7841279  -0.44481024 -0.33198735]
Nc1ccc(S(=O)(=O)O)c2cccc(O)c12,[-0.08001614  0.8737484  -0.74547595 -0.49886245  0.34864202]
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,[ 0.84841365  0.9314051  -0.29096317 -0.49526548  0.11339672]
COc1c(N2CC[NH2+]C(C)C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,[ 0.66857594  0.41067016 -1.         -0.30048904  0.34447452]
CCOP(=O)(OCC)ON1C(=O)c2cccc3cccc(c23)C1=O,[ 0.06779902  0.71661764 -0.6099114   0.11489554 -0.26075456]
CC(c1ccccc1)c1ccccc1CCl,[ 0.6457391   0.33705172 -0.75419736 -0.48372573 -0.07855669]
CC[N+](C)(C)c1cccc(O)c1.[Br-],[-0.20522787  0.15555184 -0.7640182   0.14552768 -0.30666998]
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,[-0.17455742  0.54787654 -0.90140796 -0.73344064 -0.29788104]
[NH3+]CCCCC(NC(=O)C(Cc1cc(Br)c([O-])c(Br)c1)NC(=O)N1CCC(N2Cc3ccccc3NC2=O)CC1)C(=O)N1CCN(c2cc[nH+]cc2)CC1,[ 0.6473968   0.5761708  -0.59963655 -1.         -0.3341076 ]
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,[-0.4196007   0.18584698 -0.75561297 -0.35953194 -0.42554593]
CNC(=O)Oc1ccccc1C1OCCCO1,[-0.40480086  0.5756852  -0.69102764  0.15584253  0.0508358 ]
CCCSP(C)(=S)Oc1ccccc1,[ 0.11747538 -0.56122166 -0.93286324 -0.37984914 -0.28139025]
COc1cc(OC)c(C(=O)CCC[NH+]2CCCC2)c(OC)c1,[-0.05503886  0.41873804 -0.840642   -0.9375163  -0.32759422]
CC(C)CC(CCN(C(C)C)C(C)C)(C(N)=O)c1ccccn1,[-0.02106384  0.999641    0.23756547 -0.7158632   0.03127239]
Oc1ccc(Cl)cc1Cl,[ 0.63334066  0.97772884 -0.75320315 -0.6792949  -0.02016495]
COC(=O)c1ccccc1,[ 0.61796016  0.42380935 -1.         -0.6899547   0.60000503]
O=[N+]([O-])c1c(Br)ccc2[nH]c(C(F)(F)F)nc12,[1.         0.16371998 0.20637321 0.66707575 0.31419766]
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N(C)C3CCCCC3)cnn2-c2ccccc2)cc1,[ 0.2064355   1.         -1.         -0.7313853  -0.32303104]
COc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCN(C)CC1,[ 0.64352065 -0.22271952  0.29993024 -1.         -0.5876389 ]
CCOP(=O)(OCC)SCc1nnc(OC)s1,[ 0.33072844  0.46570033 -0.6371576  -0.21484518 -0.36225784]
ClCc1ccc(CCl)cc1,[-0.5713848   0.4108205  -1.          0.11895397 -0.08583256]
CC(C)CCP(CCC(C)C)CCC(C)C,[ 0.04445152  0.7951316  -0.95860326 -0.7236734  -0.08804545]
CCCCc1c(C)[nH]c(N(C)C)nc1=O,[-0.6167289   0.31473693 -0.5818444  -0.9749688   0.81418794]
CC(C)COP(C)(=S)SCN1C(=O)c2ccccc2C1=O,[ 0.33364174  1.         -0.69205433 -0.59278876 -0.39324498]
O=C(/C=C/c1ccc(C[NH+](CCO)CCc2c[nH]c3ccccc23)cc1)NO,[ 0.81515586  0.23651525 -0.5437261  -0.5394404  -0.09652043]
COP(=S)(OC)SCc1noc(=O)[nH]1,[ 0.02086227  0.5204962  -0.6089998   0.07214353 -0.4662444 ]
C[C@H]1C(=O)N(C)[C@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](C)C(=O)N1C,[-0.19273484  0.95954263 -0.37441415  0.19179831  0.14664814]
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,[ 0.36976963 -0.10920054 -0.35599488 -1.          0.01123849]
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,[ 0.00177472  0.6174073  -0.50068736  0.36798236 -0.4447653 ]
C/C=C/CC(C)C(=O)C1C(=O)NC(C(C)C)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,[ 0.07075818  0.26266524 -0.9976591  -0.8962835   0.05993346]
CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,[ 0.44817314  0.3389992  -0.10453984 -0.4876559  -0.25451705]
O=C(NCC1CCCC[NH2+]1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,[-0.15783353  0.5144027  -0.6358067  -0.7280973  -0.38686922]
CCN(CC)C(=O)c1ccc(OC)cc1O,[-0.5961857   0.06539626 -0.76809824 -0.5333864  -0.0947959 ]
CCOc1cc2ncc(C(N)=O)c(Nc3cc(C)ccc3F)c2cc1N1CCN(C)CC1,[ 0.36538908  0.92512256 -0.5354351  -0.23145413 -0.490014  ]
C=CCc1cc(OC)c(OC(C)C(O)c2cc(OC)c(OC)c(OC)c2)c(OC)c1,[ 0.26723954  1.         -1.         -0.59207946 -0.67462695]
COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4cc5c(cn4)OCCO5)[C@@H](O)C3)c2c1,[ 0.13433185  0.40240547 -0.90930665 -0.48104888  0.14166965]
C=CCc1ccc(O)c(OC)c1,[-0.02421443  0.6143112  -0.116417   -0.08408149 -0.06584716]
Oc1ccc2ccccc2c1,[ 0.22710292  0.7548971  -0.8819644   0.2401736   0.28885564]
CN(C)C(=O)NS(=O)(=O)n1c(N)nc2ccc(C(C(N)=O)c3cccc(F)c3)cc21,[-0.7120112   0.88202524 -0.5149872  -0.7044811  -0.5435684 ]
O=C(O)Cc1ccccc1Oc1c(Cl)c(Cl)cc(Cl)c1Cl,[ 0.0814307  -0.14279792 -0.7203121  -0.38423672 -0.24627352]
ClCc1cccc(Oc2ccccc2)c1,[ 0.38740784  0.80885375 -0.9085773  -0.964023    0.21728952]
CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1Cl,[-0.5712476   0.8921978   1.         -0.06793015  0.36974713]
Cc1ccc(Sc2ccccc2CN(C)C)c(N)c1,[ 0.3559655  0.6787602 -0.6333845 -0.7622111 -0.1487706]
N=C1C=C(Br)C(=O)c2c(N)cc(Br)c(O)c21,[ 0.22708085  0.97125435 -0.9627141  -0.1843074   0.32280678]
COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O[C@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)cc1,[ 0.01312621  0.5897436  -0.94313955 -0.6375499  -0.10880357]
Nc1ccc2ccccc2c1,[ 0.56429136  0.3743683  -0.10259851 -0.7801391   0.2145566 ]
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@]5(C[C@]6(CC)C=CCN7CC[C@]43[C@@H]76)OC(=O)N(CCCl)C5=O)C2)C1,[ 0.82847863 -0.14051108 -0.51074934 -0.24017942  0.02430283]
O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(-c6ccco6)cc54)CC3)nc2N1,[ 0.45351583  0.6212433  -0.36259148 -0.6846439  -0.23682998]
C=C(C)CCl,[ 0.8191366   0.13790736  0.20850565 -0.48547712 -0.3791864 ]
C=CC(=O)OCC(CC)CC,[-0.52855754  0.8642296  -0.9581402  -0.5204738  -0.20529044]
COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,[ 0.2664052   0.9010135  -0.7473172  -0.85977036 -0.02365166]
CCOC(=N)c1sc2ccccc2c1O,[ 0.43680102 -0.80695766 -0.5767319  -1.          0.09714606]
C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)N(C)C1=O,[ 0.35058868  1.         -0.72277033 -0.40413824  0.13613157]
CCC1(C)NC(=O)C(Cc2cccs2)NC(=O)C(Cc2ccccc2)NC(=O)CCCSCC(C(=O)N2CC(O)CC2C(=O)NC(CCCNC(N)=[NH2+])C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,[ 0.0564999   0.74505824 -0.02009613 -0.4742313   0.51080424]
O=C(O)c1cc(-n2c(-c3ccccc3)cc3c2CCc2ccccc2-3)ccc1O,[ 0.24681576  0.6043169  -0.46872652 -0.82930964 -0.4577261 ]
O=[N+]([O-])OCC(CO)O[N+](=O)[O-],[ 0.12323689 -0.0250689  -0.8193904  -0.71687555 -0.18762374]
C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1,[ 0.29671556  0.03750141 -0.45811903 -0.25443518 -0.22894982]
O=c1[nH]ncc2ccccc12,[ 0.5664111   0.91390234 -0.50003064 -0.5930255  -0.3306465 ]
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,[-0.45506775  0.99389774 -0.48713818  0.37388968 -0.10723054]
O=C(O)c1ccc2ccccc2c1,[ 0.46500003  0.6127114  -0.88811946 -0.84225804 -0.2716533 ]
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,[ 0.10893837  0.6150116   0.00176087 -0.55839795 -0.5560405 ]
O=C(O)C1C(=CCO)OC2CC(=O)N21,[ 0.3057642   0.4638995   1.         -1.         -0.09586008]
CN1CCN2c3ncccc3Cc3ccccc3C2C1,[ 0.09646859  0.6616311  -1.         -0.7977268  -0.6772786 ]
CC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(N)CC1NC(=N)C(=O)O,[-0.3527529   0.50981677 -0.95029986 -0.7396694  -0.15198623]
O=C(CCl)CC(=O)Nc1ccccc1,"[ 6.4035267e-01  4.4573739e-01 -9.7316366e-01  2.3896888e-01
 -2.4145957e-04]"
O=[N+]([O-])OCC(O)CO[N+](=O)[O-],[ 0.11261231 -0.24221659 -0.39373264 -0.2846934  -0.06800463]
CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1,[-0.48782867  0.51850563 -0.6192667  -0.40646243  0.52005714]
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],[ 0.02089101  0.9545529  -0.75821364 -0.41439322  0.34953293]
Cc1c(CC(=O)O)c2ccccc2n1C(=O)c1ccccc1,[ 0.3993644   0.86350554 -0.8954058  -0.66996014 -0.02598629]
Cc1ccc([N+](=O)[O-])cc1,[ 0.21540295  0.10552886 -0.21814471 -0.86453164 -0.46428472]
CC[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,[-0.7554269   0.5170137  -0.686486   -0.41852546 -0.0602507 ]
Cc1ccc(C(C)C)cc1O,[ 0.79860884  0.31482622 -0.48118424 -0.44126838 -0.40711224]
CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,[ 0.3011185   0.7583735  -0.97095776 -0.67477566 -0.34724915]
CCCC1OCSC1=NOC(=O)NC,[ 0.23829521  0.93502074 -0.91114897  0.00965509 -0.08928081]
OCC#CCO,[-0.53001106  0.21403766 -0.28079054 -0.01318311 -0.2923041 ]
C=CCOC(=O)C=CC(=O)OCC=C,[-0.07894281  0.28868067 -0.8804473  -0.6490799  -0.19461858]
Nc1nc(N[NH+]=CC2CCCCC2)nc2c1ncn2C1OC(CO)C(O)C1O,[ 0.7097319   1.         -1.         -0.71402186 -0.2496297 ]
C=C(Cl)C(=O)OC,[ 0.42532626  1.         -1.         -0.8884578  -0.6180546 ]
COc1ccc(O)c(C(C)(C)C)c1,[-0.13036914  0.6179783  -0.9827353  -0.5580939  -0.17488347]
CC(C)CC(NC(=O)C(NC(=O)c1cccc(-c2ccccc2)n1)C(C)O)B(O)O,[-0.27509257  0.33440495 -0.6548806  -0.2202883  -0.5625805 ]
CCOP(=S)(CC)Sc1ccccc1C,[ 0.14501795  1.         -0.96410084 -0.84182984 -0.06892041]
