CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1C=CC(=O)OC(C)(C)C,[ 0.17007437 -0.29042545  0.68531084 -0.29565597  0.08217607]
CC(C)N(Sc1nc2ccccc2s1)C(C)C,[ 0.13013929  0.8890855  -1.         -1.          0.88414615]
Cc1ncc(CO)c(C(=O)O)c1O,[ 0.12328877  0.83028764 -0.47556353 -0.5898357   0.80346656]
O=c1[nH]c([C@@H]2CCCN2)nc2c1oc1ccc(Br)cc12,[ 0.43174595  0.88621235 -0.07922368 -0.4762269   0.13710964]
Nc1ccc(O)c(C(=O)O)c1,[-0.18132986 -0.56223893 -0.82310957  0.22822948 -0.14728144]
CCCC(=O)OCN(C)N=O,[-0.4009535   0.7161581  -0.57645756 -0.9883905  -0.04629453]
Cc1cccc(Cn2ccn3c(=O)cc(N4CCOCC4)nc23)c1,[-0.38544676  0.12139096 -0.6307726  -0.7904143   0.17330253]
C=Cc1ccccc1,[ 0.40475246  0.69203746 -0.7278114  -1.         -0.39994174]
C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)N(C)C1=O,[ 0.10393772  0.57614195 -1.         -0.7977585  -0.6779863 ]
CC[N+](C)(C)c1cccc(O)c1.[Br-],[ 0.35017654  0.8209863  -0.97249305 -0.12938745  0.07707462]
O=C1NCC2(CCCNC2)c2[nH]c(-c3ccnc(-c4ccc5c(c4)OCO5)n3)cc21,[ 0.29213718  0.3539065  -0.63732314 -0.61281925 -0.19254743]
CC1CN(c2c(F)cc3c(=O)c(C(=O)[O-])cn(C4CC4)c3c2OC(F)F)CC[NH2+]1,[ 0.4225061   0.77886784 -0.9426598  -0.6867393  -0.3212762 ]
CCC(CC)COCCOC(=O)CCCCC(=O)OCCOCC(CC)CC,[-0.0748556   0.10992079 -0.99814177 -1.         -0.11878593]
Cc1nc(C)c(C(=O)Nc2ccccc2)s1,[ 0.16540466  0.6860682  -0.8032677  -0.6476484  -0.02244883]
CC(C)=CCN(CC=C(C)C)CCC(C(N)=O)c1cccc2ccccc12,[ 0.19382516  0.61536634 -0.62743795 -0.4965221  -0.28545493]
O=C(O)c1c(Cl)ccc(Cl)c1O,[-0.7181705   0.8159321  -0.61299026 -0.49768278 -0.12154348]
CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,[-0.508531    0.44529572 -0.8190482  -0.8350725  -0.10125002]
CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O,[ 0.03391628  0.0371471  -0.41689306 -1.         -0.3900642 ]
O=[N+]([O-])c1ccc(-c2ccccc2)cc1,[ 0.3751949   0.92301756 -0.8097183  -0.56973994 -0.26863834]
[NH3+]C12CC3CC(CC(C3)C1)C2,[ 0.46607155  0.9001818  -0.5947945  -0.89481974 -0.33639002]
CC12CCCC(C)(OC1)O2,[-0.53424656  0.72301126 -0.30409342 -0.84925854  0.35834974]
O=C(O)Cc1ccc(OCc2ccccc2)c(Cl)c1,[-0.07898059 -0.47167146 -1.         -0.7103063  -0.31060064]
CC1(C)CC2(NC(=O)N(CCCN3CCC(O)CC3)C2=O)c2cc(F)ccc2O1,[-0.10029703  0.68371814 -0.6101261  -0.619381    0.8441266 ]
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,"[ 3.5269928e-04  7.7626926e-01 -3.1013769e-01 -9.4043177e-01
 -5.8934528e-01]"
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,[ 0.19217014  0.6573529  -0.32017562 -0.9501577  -0.3967179 ]
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,[ 0.13601759  0.76823044 -0.6969093  -0.7315962   0.47556546]
O=C(CCl)CC(=O)Nc1ccccc1,[ 0.44984153  1.         -0.6942549   0.02711424 -0.00419103]
CCOP(=O)(OCC)SCc1nnc(OC)s1,[-0.31109768  0.54812557 -0.6710092  -0.55335045  0.4217315 ]
CC[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,[ 0.5165159   0.9207348  -0.84021354 -0.7520869   0.10437287]
Clc1ccc(Cl)c(Cl)c1,[ 0.5805449   0.8033763  -1.         -0.661438   -0.31208402]
C[C@@H](NC(=O)[C@H]1CCCCN1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,[ 0.4517099   0.7713915  -0.6284423  -0.8344106  -0.27511126]
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,[-0.3722614   0.91958207 -0.11051735 -0.5136335  -0.24703056]
C=C1C(=O)OC2CC(C)C3C=CC(=O)C3(C)C(O)C12,[ 0.02852892 -0.43649626 -0.8946885  -0.48675066 -0.12125101]
N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1cc(Cl)c(F)cc1-c1ccnnc1,[ 0.17388442  1.         -0.8999334  -0.79669553 -0.40376672]
CC(C)c1ccc(NC(=O)N(C)C)cc1,[-0.08751691  0.93995667 -0.7652879  -0.6696365  -0.3760388 ]
OC1CCCCC1c1ccccc1,[ 0.3103592  0.6692563 -1.        -0.5847006 -0.2347178]
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,[-0.24235491  0.02184433 -0.5312919  -0.68454397 -0.460579  ]
CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1,[ 0.5319914   0.9472474  -0.7823093  -1.         -0.26219833]
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,[ 0.4505037   0.3984427  -1.         -0.7566198   0.63684964]
CC(=O)OC=CCOC(C)=O,[-0.4198224   0.02105314  0.4814585  -0.33466762  0.19623503]
N#CCC(=O)O,[-0.39811867  0.78206587 -0.5656861   0.1256131  -0.49584165]
CCCC(Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1,[-0.22583254  0.82819635 -0.6375625  -0.78155273 -0.39145133]
CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl,[ 0.25384083  0.5805933  -0.89823836 -0.6891188  -0.28634548]
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5nc6ccccc6nc5c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,"[ 7.7176496e-04  9.4371188e-01 -4.8869556e-01 -7.8678024e-01
  2.5839517e-01]"
CN(C)C(=O)c1cccc(-c2ccccc2)c1O,[-0.01031979  0.66557866 -0.7080458  -0.9568017  -0.29805994]
C=C(CC(NC(=O)c1ccc(CCc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)[O-])C(=O)[O-],[ 0.39051512  0.8222363  -0.9071122  -0.6739248  -0.2863903 ]
CC(Cl)(Cl)C(=O)OCCOc1cc(Cl)c(Cl)cc1Cl,[ 0.5540359   0.704688   -0.42252252 -0.52771807  0.06525812]
CC(C)N(C(=O)CCl)c1ccccc1,[ 0.32995287  0.7108388  -0.26640403 -0.75380564 -0.3464439 ]
CCOP(=S)(OCC)Oc1cc(C)nc2ccccc12,[ 0.4114634   1.         -0.9186619  -1.         -0.37806585]
NC(=O)NO,[ 0.32883435  0.9297604  -0.9511938  -0.6351742  -0.13005519]
CS(=O)(=O)c1ccccc1C(=O)NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1,[ 0.18086828  0.9532661  -0.88499    -0.68954146 -0.20090933]
COc1cc2nc(C(F)(F)F)[nH]c2cc1OC,[ 0.02662374  0.5187607  -0.7604627  -0.7505213   0.20562872]
COc1cc(CC2c3cc(OC)c(OC)cc3CCN2C)c(Oc2cc3c(cc2OC)-c2c(OC)c(OC)cc4c2C(C3)N(C)CC4)cc1OC,[ 0.10669556  0.88661313 -0.7888719  -0.6659076   0.2760811 ]
CC(O)CN(CC(C)O)CC(C)O,[ 0.4806833   0.9668933  -0.14533566 -0.4445417  -0.33691394]
Nc1cc(N)cc(C(F)(F)F)c1,[ 0.3448065   0.16904658 -0.60486627 -0.91999674  0.25683996]
CNN=Nc1ccc(Cl)cc1,[ 0.16607645  0.7998288  -1.         -0.5648295   0.02393669]
Nc1cccc([N+](=O)[O-])c1,[-0.06981598 -0.88477117 -0.8827539   0.07367197  0.5182766 ]
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC,[ 0.31289983  0.5681131  -1.         -0.71504897 -0.3799874 ]
O=C=Nc1cccc(C(F)(F)F)c1,[ 0.2776445   0.9524031   0.4475357  -0.78880215 -0.20487969]
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@]5(C[C@]6(CC)C=CCN7CC[C@]43[C@@H]76)OC(=O)N(CCCl)C5=O)C2)C1,[-0.49830154  0.68108815 -0.68550664 -0.09323536  0.08364494]
CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,[ 0.4890784   0.8833689  -0.96484977 -0.33366314 -0.24611808]
Nc1nccs1,[ 0.16529194  0.8299083  -0.6793398  -0.6515707   0.6073082 ]
CCOC(=S)C=Cc1ccc(N(C)C)cc1,[ 0.33610296  0.8137481  -0.88403463 -0.62231916 -0.5188403 ]
COc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1,[-0.49205822  0.8072478   0.31169695 -0.8175483   0.20899864]
C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1,[-0.16948308  0.45042568 -0.9560186  -0.30973563 -0.12508747]
ClSC(Cl)(Cl)Cl,[ 0.60623    -0.20171921 -0.68409663  1.          0.41763347]
CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,[-1.         -0.18282388 -0.6107912   0.06237152  0.1101566 ]
ClC=C(Cl)CCl,[ 0.47893777  0.5251626  -0.55929184 -1.         -0.11622803]
O=[N+]([O-])c1cncn1CCN1CCOCC1,[-0.30097017  0.7849907  -0.57619816 -0.80135536 -0.38814616]
CC(c1cccnc1F)c1c(CC[NH+](C)[14CH3])sc2ccccc12,[-0.22735426  0.6829458  -0.41013396  0.1810031   0.09412898]
CCOP(=O)(OCC)ON1C(=O)c2cccc3cccc(c23)C1=O,[-0.67050993  0.7411625  -0.9378058  -0.5302697  -0.63921714]
O=C(O)c1ccccc1,[ 0.5172564   0.7206912  -0.9219417  -0.76934254  0.10360051]
S=c1[nH]c(=S)[nH]c(=S)[nH]1,[-0.23395844  0.5368032  -0.6040907  -0.639905    0.0832229 ]
C[C@]12C[C@@H](O)[C@@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@H]1CC[C@H]2C(=O)CO,[ 0.74569184  0.84300673 -0.4032706  -0.64278024  0.36714762]
COc1c(OP(=S)(Oc2cnn(C)c(=O)c2OC)OC(C)C)cnn(C)c1=O,[-0.28779876  1.         -0.7662926  -0.8062102  -0.3241235 ]
CC(=O)C(Cl)C(=O)OC(C)c1ccccc1,[ 0.58309686  0.80240023 -0.6514031  -0.34682795 -0.32085198]
CC(=O)OC1CC(C)OC(C)O1,[ 0.12654944  0.59704673 -0.01998078  0.2980132   0.04717773]
COc1cc(OC)c(C(=O)CCC[NH+]2CCCC2)c(OC)c1,[ 0.26096997  0.13074933 -0.743855   -0.72371864 -0.0316478 ]
CCCCCCS,[-0.454808    0.874766   -0.6336856  -0.883801   -0.29748702]
COc1cc2nc(Nc3ccc([C@@H](C)NC(C)=O)cc3)ncc2cc1-c1ccncc1,[-0.0516572   0.9185836  -0.65745926 -0.97773737 -0.30767792]
CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,[-0.15028663  0.08393233 -0.58355045 -0.31240764  0.21580902]
CCOc1ccc(-n2c(C)nc3ccccc3c2=O)cc1,[-0.13435252  0.5354185  -0.59589595 -0.82214004  0.10076903]
NC(=O)Cc1cccc2ccccc12,[ 0.09714814 -0.31072605 -0.75988466 -0.06941719 -0.25740677]
CC(C(N)=O)(c1ccccc1)c1ccc(N)cc1,[-0.09769827  0.44239208 -0.64493203 -0.08369368 -0.47003523]
NNC(N)=S,[-0.5370266   0.9118303  -0.76616055 -0.7542434  -0.11232507]
CCCCNC(=O)OCC(O)C1COc2ccccc2O1,[ 0.06412037  0.91598296 -0.5905793  -0.6814005  -0.09738933]
NC(=S)N/N=C/c1ncccc1N,[ 0.36572212  0.9371732  -0.688856   -0.54041225  0.14721537]
CCCCCn1ncc(OP(=S)(OCC)OC(C)C)c(OC)c1=O,[ 0.23698102  1.         -0.30568036 -0.7868447   0.4823186 ]
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1C1=COCCO1,[ 0.01619612 -0.83517283 -0.82671994 -0.29475585 -0.19987144]
CC1=CCC(O)(C(C)C)CC1,[ 0.2848718   0.05269947 -0.8809582  -0.5361418  -0.18840572]
CN(C)NC(=O)CCC(=O)O,[-0.07948837  0.766109   -0.9879059  -0.5915417  -0.29069093]
CCOCC(Cl)C(OCC)OCC,[ 0.31860286  0.6857025  -1.         -0.7949844  -0.11021386]
Nc1ncnc2c1c(COc1cccc(Cl)c1)nn2C1CCOCC1,[ 0.6021325   0.26147345 -0.2552631  -0.78963274 -0.4599306 ]
C=CCc1ccc(O)c(OC)c1,[-0.03612338  0.73954844 -0.59003335 -0.7605603  -0.02030639]
Nc1ncn(C2CC(O)C(CO)O2)c(=O)n1,[-0.19580354  0.78282195 -0.48934814 -0.729094   -0.16347052]
O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,[ 0.14546026  0.36533982 -1.         -0.27874276 -0.18390521]
CCOc1cc2ncc(C(N)=O)c(Nc3cc(C)ccc3F)c2cc1N1CCN(C)CC1,[ 0.06031092  0.61644024 -0.6846893  -0.9718371  -0.2377458 ]
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O,[ 0.1827621   0.9121064  -0.63940924 -0.7987567  -0.16705444]
COP(C)(=O)SC,[ 0.20736027  0.7492032  -1.         -0.66136783  0.08497419]
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,[-0.00755016  1.         -1.         -0.7639222  -0.30467737]
O=C(CN1CCCCCC1)N1c2ccccc2Sc2ccccc21,[ 1.         -0.04823625 -1.         -0.54744273  0.19977002]
CC(O)c1ccccc1,[-0.24476023  0.9507203  -0.6025578  -1.          0.8460361 ]
COC(=O)c1ccccc1N,[-0.3505003   0.950953   -0.66775876 -0.83823353 -0.35847074]
BrC(Br)(Br)c1ccc2ccccc2n1,"[-1.6174726e-04 -2.1492893e-01 -8.5763049e-01 -7.7019030e-01
 -1.8891610e-01]"
O=C(O)CO,[ 0.2021722  0.4413191 -1.        -0.7100971 -0.4983448]
NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1,[ 0.74535054  0.9823739  -0.84598756 -0.636756   -0.33889323]
O=[N+]([O-])c1c(Br)ccc2[nH]c(C(F)(F)F)nc12,[-0.07580785  0.66126096 -0.74288857 -0.93837565  0.02981692]
CCOP(=O)(Cl)Cl,[ 0.18044294  0.7211581  -1.         -0.06717005  0.57120913]
CCCC(=O)OCc1ccccc1,[-0.11201872 -0.49671918 -0.838195   -0.58848405 -0.33015403]
CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13,[ 0.43594897 -0.668338   -0.34182286 -0.34710988 -0.17934015]
COc1nc(C)nc(Cl)c1NC1=[NH+]CCN1,[ 0.12845023 -0.21277986 -0.7396902  -0.64905274 -0.27145138]
CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C21O,[ 0.3744849   0.8214649  -0.77317    -0.6632848  -0.42810372]
Nc1ncnc2[nH]cnc12,[-0.74811995 -0.6858622  -0.49517018 -0.3694934   0.07587286]
Cc1ccc(Sc2ccccc2CN(C)C)c(N)c1,[ 0.4250461   0.82303536 -0.8520928  -0.6759999   0.48793384]
COc1ccccc1OC(=O)CNC(=O)Cc1ccc(C(=O)c2ccc(C)cc2)n1C,[ 0.36671147  0.03541907 -0.73132944  0.24193062 -0.28714725]
CCCCOc1cccc(NC(=O)OCCN2CCCC2)c1,[ 0.47311547  0.8262557  -0.8895744  -0.38899338 -0.09368119]
O=C(c1ccc(F)cc1)C1CC[NH+](CCn2c(=O)[nH]c3ccccc3c2=O)CC1,[ 0.18389112  0.51640683 -0.7581513  -0.95040226 -0.37669635]
COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(I)cc1)N2CCCF,[ 0.0642148   0.85120016 -0.898507   -1.         -0.0457544 ]
COc1cc2c(Nc3cccc(Cl)c3Cl)c(C(N)=O)cnc2cc1NCCN1CCCCC1,[ 0.40829825  0.8257689  -0.8501986  -1.         -0.19189617]
NC1CCS(=O)(=O)C1,[-0.3712151   0.706919   -0.7840627  -0.7816975  -0.18275435]
CN(C)Cc1ccc(CSCCNC(=C[N+](=O)[O-])N2CCN(C)CC2)o1,[ 0.1588402   0.9320291  -0.8677084  -0.6337001   0.17826597]
CCOP(=S)(OCC)OC(C)CC,[ 0.10932214  0.5741503  -0.8109046  -0.17405036 -0.10899567]
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,[ 0.37509334  1.         -0.57801855  0.05334805  0.56484085]
C[NH+]1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,[ 0.33750942  0.5588557  -0.5832236  -0.70467097  0.40958208]
CCOc1ccc2ccccc2c1,[ 0.1740258   0.71645534 -0.7249145  -0.7157573   0.01109838]
CO[Si](CCS)(OC)OC,[ 0.3931619   0.64624584 -0.5752615  -0.4282963   0.87948245]
O=[N+]([O-])c1c(Cl)c(Cl)cc2[nH]c(C(F)(F)F)nc12,[ 0.26117486  1.         -0.27061355 -0.81258416 -0.22085342]
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1N(O)O,[ 0.37968278  0.3836034  -0.707873   -0.82559294  0.27417833]
